-0.277879, 7.735404, -1.695196, 0.100012
-0.282419, 7.699092, -1.695145, 0.099975
-0.286921, 7.663567, -1.705330, 0.093199
-0.291906, 7.627457, -1.708132, 0.100021
-0.296915, 7.591209, -1.708062, 0.099986
-0.301914, 7.555999, -1.720953, 0.099695
-0.307403, 7.519708, -1.720921, 0.100026
-0.312873, 7.483531, -1.720838, 0.099959
-0.318401, 7.448390, -1.733582, 0.100019
-0.324349, 7.412174, -1.733577, 0.100025
-0.330274, 7.376077, -1.733538, 0.099784
-0.336324, 7.341008, -1.746102, 0.099992
-0.342725, 7.304871, -1.746097, 0.100009
-0.349087, 7.268942, -1.747088, 0.096467
-0.355665, 7.233868, -1.758501, 0.100004
-0.362512, 7.197818, -1.758435, 0.099806
-0.369175, 7.162722, -1.760699, 0.088326
-0.375653, 7.127738, -1.739297, 0.100014
-0.381205, 7.091459, -1.706349, 0.100057
-0.385577, 7.056817, -1.691938, 0.099130
-0.389399, 7.020329, -1.658813, 0.100035
-0.392016, 6.983764, -1.626478, 0.098023
-0.393743, 6.948768, -1.612399, 0.099959
-0.394659, 6.912083, -1.579402, 0.100040
-0.394457, 6.876351, -1.557137, 0.093706
-0.393754, 6.840083, -1.550048, 0.099981
-0.392992, 6.803390, -1.550045, 0.100040
-0.392223, 6.766792, -1.548518, 0.098026
-0.391339, 6.730406, -1.546192, 0.099991
-0.390436, 6.693716, -1.546183, 0.100044
-0.389498, 6.656897, -1.541988, 0.102299
-0.388203, 6.614388, -1.540088, 0.125016
-0.386666, 6.564459, -1.539864, 0.138857
-0.384884, 6.513532, -1.535017, 0.140014
-0.383048, 6.462327, -1.534645, 0.139278
-0.380974, 6.411490, -1.528925, 0.140012
-0.378821, 6.360154, -1.528621, 0.139621
-0.376419, 6.309560, -1.521857, 0.140009
-0.373903, 6.258239, -1.521616, 0.139786
-0.371108, 6.207620, -1.513654, 0.140007
-0.368180, 6.156461, -1.513463, 0.139770
-0.364979, 6.105872, -1.505432, 0.140005
-0.361622, 6.054599, -1.505273, 0.139749
-0.358026, 6.004178, -1.497282, 0.140003
-0.354315, 5.952976, -1.504690, 0.139141
-0.351430, 5.902766, -1.525962, 0.140000
-0.349980, 5.851558, -1.558500, 0.139431
-0.349437, 5.800690, -1.560185, 0.139997
-0.348892, 5.749325, -1.559870, 0.139380
-0.348260, 5.698296, -1.558207, 0.139994
-0.347613, 5.646929, -1.557996, 0.139641
-0.346868, 5.595780, -1.555894, 0.139992
-0.346104, 5.544552, -1.555746, 0.139799
-0.345228, 5.493429, -1.553172, 0.139990
-0.344322, 5.442062, -1.553059, 0.139853
-0.343296, 5.391109, -1.549966, 0.139988
-0.342225, 5.339745, -1.549879, 0.139893
-0.341017, 5.288694, -1.546173, 0.139986
-0.339755, 5.237473, -1.546106, 0.139922
-0.338336, 5.186474, -1.541692, 0.139983
-0.336840, 5.135119, -1.541637, 0.139942
-0.335494, 5.094181, -1.530126, 0.068966
-0.335093, 5.084706, -1.525951, 0.000000
