-0.173217, 1.083226, 3.127940, 0.000000
-0.174027, 1.083237, 3.128063, 0.007031
-0.178835, 1.083299, 3.128124, 0.020565
-0.186275, 1.083443, 3.111973, 0.019175
-0.193856, 1.083854, 3.053306, 0.020249
-0.202149, 1.085016, 2.952549, 0.023201
-0.213618, 1.087955, 2.842942, 0.041417
-0.231750, 1.094720, 2.731040, 0.058291
-0.251347, 1.104837, 2.594809, 0.060592
-0.270723, 1.119433, 2.393341, 0.059058
-0.284908, 1.135687, 2.175199, 0.060904
-0.295031, 1.155067, 1.932325, 0.060592
-0.300341, 1.176695, 1.692456, 0.057130
-0.300343, 1.200787, 1.458568, 0.060022
-0.295701, 1.223004, 1.278096, 0.060592
-0.287096, 1.244996, 1.119602, 0.059825
-0.275047, 1.265512, 0.958952, 0.059058
-0.261086, 1.282747, 0.822564, 0.060113
-0.245107, 1.298214, 0.723254, 0.058146
-0.227718, 1.312488, 0.656534, 0.059058
-0.209922, 1.325583, 0.615087, 0.061359
-0.192085, 1.337881, 0.599962, 0.060592
-0.173720, 1.350439, 0.598652, 0.060022
-0.155292, 1.363040, 0.601293, 0.058355
-0.136771, 1.375728, 0.604693, 0.057652
-0.118324, 1.388960, 0.640252, 0.060904
-0.100549, 1.402715, 0.676735, 0.061695
-0.083755, 1.416680, 0.711750, 0.059058
-0.067560, 1.431260, 0.752323, 0.059761
-0.051665, 1.446462, 0.767723, 0.057130
-0.035609, 1.461972, 0.767605, 0.063660
-0.019547, 1.477109, 0.739999, 0.058291
-0.003235, 1.491482, 0.702732, 0.058291
0.013972, 1.505502, 0.664448, 0.059825
0.033588, 1.520434, 0.643456, 0.059555
0.052331, 1.534463, 0.642163, 0.059217
0.070259, 1.547551, 0.616198, 0.059825
0.091000, 1.561607, 0.570739, 0.060173
0.109924, 1.572858, 0.499021, 0.057524
0.129438, 1.582721, 0.435339, 0.059825
0.152068, 1.592159, 0.358010, 0.062893
0.173571, 1.599270, 0.281668, 0.061043
0.195692, 1.604791, 0.213304, 0.058066
0.217906, 1.609091, 0.171516, 0.056949
0.242471, 1.613040, 0.155556, 0.039257
0.264226, 1.616449, 0.155636, 0.058146
0.286481, 1.619932, 0.154978, 0.063277
0.308308, 1.623374, 0.157072, 0.062532
0.329633, 1.626743, 0.155630, 0.060299
0.351341, 1.630128, 0.152089, 0.062486
0.373501, 1.633208, 0.120121, 0.059058
0.396078, 1.635313, 0.056489, 0.057853
0.419857, 1.635268, -0.059558, 0.057853
0.442080, 1.632760, -0.166965, 0.058576
0.463850, 1.627868, -0.274707, 0.059825
0.485327, 1.620540, -0.382035, 0.062126
0.505569, 1.611444, -0.460378, 0.058066
0.525105, 1.600913, -0.519957, 0.061359
0.545406, 1.588801, -0.556058, 0.058291
0.563812, 1.576994, -0.577856, 0.061695
0.583271, 1.564251, -0.579731, 0.069424
0.605629, 1.549604, -0.579879, 0.071465
0.629618, 1.533938, -0.577402, 0.068262
0.651442, 1.519770, -0.575606, 0.067254
0.673268, 1.505559, -0.579326, 0.073559
0.699135, 1.488601, -0.581902, 0.094340
